[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE, Tot Res Exp , Ind Res Exp , Fed Res Exp , Gross Lic Inc , Leg Fees , Lic Inc Equ , Lic Inc Other , Lic Inc Pd Oth , Lic Inc Run Roy , Reimb Leg Fee , Iss US Pat , Tot Pat App Fld , Util Pat App Fld , New Pat App Fld , For. Pat App Fld , New Prod , Act Lic , Cum Op St-Ups , Excl Lic/Opt. , Inv Dis Rec , Lic $1mm+ , Lic Gen Inc , Lic Gen Run Roy , Lic Iss , Lic w Equ , NEWCOMPSUPP , Non-Excl Lic/Opt , Opt Iss , Pro Pat App Fld , St-Ups Cld , St-Ups Formed , St-Ups in Home St , St-Ups w Equ , Tot Discl Lic , Tot Lic Lg Co , Tot Lic Sm Co , Tot Lic St-Ups , Tot Lic/Opt Exe , Lic FTEs , Oth FTEs , AirQualityIndex , Airports , Bike Score , Crime Rate , Transit Score , Median Age , Total Population , Female Population , Male Population , Foreign-born , Number of Veterans ,WalkScore
92651,University of Miami,Yes,Coral Gables,FL,5U,309080000,23603000,224509000,6719027,807855, -   ,4154585,1006566,2564442,745395,9.2,57.2,26.2,59.8,10.3,0.6,69.5,15.8,8.3,83.5,0.8,40.6,24.5,11.8,3, -   ,3.5,4.3,23.3,0.2,3.8,3.3,5.6,20.5,1.5,8.8,7,16.2,3,1,31,3,56,17.4,38,43,237082,125552,111530,170148,1844,67
92669,Brown University,Yes,Providence,RI,5U,152110321,3066012,149044309,1331687,1093365, -   ,267050, -   ,1064637,472862,11.8,70.3,25.3,73.5,4.8,1,53.3,2.3,2.3,58,0.5,14.8,8,7.3,0.5, -   ,5,2,40.5, -   ,1.3,1,0.3,6,0.8,7,1.5,9.3,4,4,37,1,61,51.3,47,29.9,179204,90114,89090,53532,4933,76
92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,421686010,21314498,249609608,1499681,2386003, -   ,1078050,23908,421631,1181634,27.8,79.5,1,38.5, -   ,2.4,168.3,41.8,8,103.7,1.5,66.3,36,18.8,2,84.3,10.8,9,37.5,0.5,5.5,5.2,1.2,49.3,8.5,10,9.3,27.8,5,6,41,1,66,30,,25.5,74227,37138,37089,9202,2047,94
92679,University of Kansas,Yes,Lawrence,KS,5U,238737340,14227473,179544774,9832208,792879, -   ,461567,6299,9370641,173086,21,86.3,4.3,50.2,4.8,1,84.2,24,5,75.3,0.8,35.7,20.5,17.5,1.5,0.8,12.5,1.7,41,0.5,2,1.8,2,16.3,9.5,7.7,2,19.2,5,4,44,1,61,35,35,27.4,93916,48324,45592,8701,2986,41
92718,University of Vermont,Yes,Burlington,VT,5U,   ,   ,   ,630000,417000, -   ,157000,19000,473000,99000,10,30,3.3,20,2.7,1,54.8,14.8,3.5,38.8, -   ,17,10.7,6.3,1.5, -   ,2.8,0.5,13.5, -   ,2.5,1.5,5.5,7,1.7,2.5,2.7,6.8,1.5,1.5,32,1,81,33.7,39,,,,,,,59
92729,Augusta University,Yes,Augusta,GA,5U,67736000,   ,   ,416712,394537,319065,49000,9988,48647,203971,9,31,10,33,1,,51,6,2,47, -   ,28,16,8, -   , -   ,6,2,16,1, -   , -   , -   ,7,7,1,2,10,3,2,31,1,33,74.3,,,,,,,,66
92730,University of Toledo,Yes,Toledo,OH,5U,52354000,3453000,27085000,951945,602921, -   ,271750, -   ,680195,404684,12.3,55.2,1.7,23.3, -   ,2.4,128.3,16.8,4.8,66.5, -   ,53.7,31.7,9.8,0.5, -   ,5,5.3,21.7,1.7,2.2,1.5,0.2,20.7,4.5,7.7,3,15.2,2.8,2.3,43,1,46,61.1,,36.1,279778,144323,135455,9257,15286,46
92737,Brigham Young University,No,Provo,UT,5U,32177342,   ,24249512,2644411,1050884,540000,953620,37000,1150791,569205,15.8,107.6,13.6,91.2,11,11.3,248.2,47.2,22.4,100.8, -   ,109.6,138.8,25.6,7.8, -   ,3.2,5.4,65.6,2.2,7.4,7.3,5.2,41.8,3,16.8,11.2,31,3,2,42,1,63,25.5,33,23.6,115258,59027,56231,10925,2177,45
92748,Childrens Hospital Los Angeles,No,Los Angeles,CA,4HRI,32012342,2991544,29020798,689999,176816, -   ,283494, -   ,406505,47408, -   ,19, -   ,9, -   , -   ,57,3,2,21, -   ,24,9,6,1, -   ,4,1,9, -   ,2,2,2,6, -   ,5,2,7,1,2,73,3,59,30.5,53,35,3971896,2012898,1958998,1485425,85417,96
92788,Oklahoma State University,Yes,Stillwater,OK,5U,140642907,10377180,38922592,2671401,484354, -   ,90404,60646,2580997,236445,7.7,33.3,0.8,17.3, -   ,2.8,73.3,13.3,6.5,47.5, -   ,39,32.7,7.5, -   ,3.8,1,1.5,16.5,0.7,2,2, -   ,9.2,1.2,5.2,2.7,9,5,2,45,1,61,28.7,,,,,,,,35
92804,Drexel University,Yes,Philadelphia,PA,5U,100995000,5440000,78741000,198741,1700939, -   ,198402, -   ,339,441844,31.8,99,10,70,2.3,1,74.7,27.7,8.2,117.5, -   ,10,2,11,2.2, -   ,2.8,11.2,57.7,1.3,4,2.3,2.5,38.5,3.8,12.5,5.8,22.2,5,2,42,3,67,57.6,67,34.1,1567442,826172,741270,205339,61995,
94012,Johns Hopkins University Applied Physics Laboratory,No,Laurel,MD,5U,1229870641,5318232,1224552409,491138,436000, -   ,175579, -   ,315559, -   ,20.5,100.5,6.3,60.3,0.2,0.7,148.7,14.3,1.2,227.8, -   ,16.8,7.5,19.7,1, -   ,18.5,7.8,53.8,0.5,2.3,1.7,0.2,30.3,14.7,10.5,2.3,27.5,5.5,2.5,42,1,40,42.2,32,33.8,82463,41862,40601,30908,1562,53
94410,University of Arkansas for Medical Sciences,Yes,Little Rock,AR,5U,48101139,4870843,43230296,2379559,509780, -   ,194118,90600,2185441,106282,11,22.6,3.4,19,0.6,1.3,47,19.8,4.6,31.2,0.2,23.4,15,5.2,2.6,16.5,0.6,1.2,15,0.6,3,2.6,2.6,8.8,1,2.4,3,6.4,2,2.5,48,1,32,59.1,19,36.6,197986,100989,96997,16640,12343,53
94788,Mount Sinai School of Medicine of NYU,Yes,New York,NY,5U,420748062,38871086,328242485,57894965,2962456, -   ,15567707,8907348,42327258,1455635,14.5,84.8,3.4,48.2,11,3.4,133.5,9.2,9,90.8,5,78,47.3,29.5,1.2, -   ,20.5,6.5,34.8,2.2,2.3,0.8,0.7,30.7,16.5,17.3,2.2,36,10,19.8,45,3,69,28.3,89,36,8550405,4468707,4081698,3212500,156961,100
95008,Ball State University,No,Muncie,IN,5U,9209000,443000,1971000, -   ,33213, -   , -   , -   , -   , -   ,0.3,2.3,0.7,2, -   , -   , -   , -   , -   ,13.7, -   , -   , -   , -   , -   , -   , -   , -   ,1.3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.5,41,1,53,53.6,,27.4,69701,37255,32446,1062,2968,38
95014,Boston University/Boston Medical Center,Yes,Boston,MA,5U,419994444,35389539,353223154,1185353,1695353, -   ,508157,65831,677196,956440,18.2,82.2,3.7,63.7,17.5,2.4,137.3,33,4.5,74,0.2,40.8,26.6,6,2.8,0.3,1.5,3,39.2,1.5,3,2,2.6,17,2.2,2.4,4.7,9,8,3,35,3,69,42.4,72,31.8,669469,347320,322149,190123,18350,
95021,Sanford-Burnham Medical Research Institute,No,San Diego,CA,4HRI,91206607,5276065,77336404,3138751,664613, -   ,2367736,1000,771015,567037,22.3,71.7,0.3,33.3,0.7,1.5,68,9.5,2.3,45,0.3,62.3,44.7,5.3,0.7,1,3,0.7,32.3,1.5,0.7,0.5, -   ,3,2.3,2.7,1,6,5.4,3.3,60,1,43,26.9,37,34.5,1394907,701081,693826,373842,92489,99
95034,Children's Hospital Boston,Yes,Boston,MA,4HRI,290177900,15085731,170307443,9231700,3782177,1580278,2270292,1554426,5381130,1681275,29.5,116.2,1,43.7,0.2,2,327.5,17.8,8.8,145.5,1.5,103.3,62.8,28.5,2.5, -   ,19.7,3.8,42.5,1.2,2.2,2,1.2,38.8,12.5,15.3,4.5,32.3,6,8,35,3,69,42.4,72,31.8,669469,347320,322149,190123,18350,
95036,Children's Hospital Oakland Research Institution,No,Oakland,CA,4HRI,53382896,4164679,34882884,220647,683699, -   ,173987, -   ,46660,310312,8.3,13.7, -   ,5, -   ,0.3,33,1.3,0.7,11.7, -   ,14.3,1.3,4.3, -   , -   ,3.7,0.7,5, -   , -   , -   , -   ,3.7,3.3,1.3,0.3,5,1, -   ,75,3,65,77.9,57,35.7,419278,215451,203827,113896,12159,
95038,City of Hope National Medical Center & Beckman Research  Institution,No,Los Angeles,CA,4HRI,   ,   ,   ,249371883,1200000, -   ,2988734,   ,246383149,   ,13,40.5,6.3,25.3,1.5,,48,4,2.8,49,2.3,35.3,1,7.8,0.8,3,5, -   ,17.5, -   ,1,1,1,,2.5,4.3,1,7.8,5,1,73,3,59,30.5,53,35,3971896,2012898,1958998,1485425,85417,96
95049,Creighton University,Yes,Omaha,NE,5U,18886000,9577935,9308065,57202,   , -   ,55384, -   ,1818,   ,4,10,3,9.5, -   ,,14,3,1,8, -   ,5.5,1.5,1.5, -   , -   ,0.5, -   ,6.5, -   ,1,1, -   ,1.5,0.5,0.5,0.5,1.5,1,1,42,1,42,42.6,24,34.2,443887,225098,218789,48263,24503,
95063,Fox Chase Cancer Center,No,Philadelphia,PA,4HRI,80567585,6970363,38584086,1227860,320551, -   ,732786,3025,495074,50596,3.5,31.5, -   ,20,1,,171,1,0.5,45.5, -   ,54,43,23.5, -   , -   ,23,0.5,19, -   , -   , -   , -   ,9.5,5.5,18.5, -   ,24,2,2,42,3,67,57.6,67,34.1,1567442,826172,741270,205339,61995,
95073,Hospital for Special Surgery,No,New York,NY,4HRI,39006000,12200000,9002000,2642600,230000, -   ,480600, -   ,2162000,78000,4.7,15.3,7,12.3,1.3,1.5,6.3,1.3,1.5,27.3,1.7,9,6.7,9,2.3,0.7,8,1,7.7, -   ,1,1,1,7.5,5,3.3,1.7,10,3,4,45,3,69,28.3,89,36,8550405,4468707,4081698,3212500,156961,100
95081,Illinois State University,No,Normal,IL,5U,18726511, -   ,15038346, -   ,16000, -   , -   , -   , -   , -   ,1,1, -   ,1, -   , -   , -   , -   , -   ,2, -   , -   , -   ,0.5, -   , -   ,0.5, -   ,1, -   , -   , -   , -   ,0.5,0.5, -   , -   ,0.5, -   ,0.5,43,1,51,20.2,35,35.1,78295,40323,37972,7287,3888,40
95082,Indiana University Research & Technology Corp.(IURTC),Yes,Bloomington,IN,5U,510635411,38747723,228370052,6847143,4209369, -   ,4058709,17686,2788434,2728880,21.2,203.5,1.5,107, -   ,3.8,259.8,33,14.5,199.3,2.2,94.8,61.2,26,5.7,,11.5,7.3,105.5,1,9.2,7.7,4.2,54.7,10.5,13.7,9.2,33.3,9.3,6.5,42,1,58,34.7,31,23.5,83815,43227,40588,10033,2368,43
95090,Kent State University,No,Kent,OH,5U,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,9,23,10.5,18.5,1.5,1,34,5.5,2,16.5, -   ,8,4,3, -   , -   ,1,2.5,6.5,0.5,1, -   , -   ,5.5,1.5,2.5,1.5,5.5,1,0.5,43,1,48,34.1,,38.1,197553,100667,96886,10024,12878,41
95091,Lehigh University,No,Bethlehem,PA,5U,38735943,4230797,26264476,72394,126421, -   ,11000, -   ,61394, -   ,6,29.8,0.3,16.7, -   , -   ,8, -   ,0.8,21.7, -   ,4.5,3.3,0.8, -   ,2.5, -   ,0.7,16.3, -   ,0.3,0.3, -   ,1.3,0.3, -   ,1,1.3,1,1,40,3,45,27.5,33,35.1,74367,38506,35861,6295,4704,59
95100,Georgia Regents University,Yes,Augusta,GA,5U,55674000, -   , -   ,160813,439759, -   ,111575,900,49238,214652,6.3,31.5,8.8,32.8,7.3,5,33.8,5.5,3.8,36, -   ,21.3,17,6.5,0.3,0.7,2.8,0.3,16.8,0.5,1.3,1.5,0.3,6.8,3.5,1.5,1.8,6.8,3,2,34,1.7,36,69.7,44,33.8,463875,239915,223960,32016,18572,66
95103,Zucker Institute for Innovation Commercialization,Yes,Charleston,SC,5U,247767701,94550154,146447589,641248,420546, -   ,100350, -   ,540898,164272,9.5,40.7,0.8,18.8, -   ,8,38.7,20.7,4,98,0.2,11.2,6.8,6.7,0.5,1,2.7,3.3,18,1.3,3.8,3.7,0.5,17.2,2.8,2,5.2,10,3,6,34,1,50,43.2,24,35,135524,71568,63956,5767,9368,40
95105,Miami University,No,Oxford,OH,5U,16108000,534000,10008000,454,4790, -   , -   , -   ,454, -   ,0.8,3.2,0.3,1,0.3, -   ,2,0.8, -   ,6.8,0.2,1.8,1.4, -   , -   ,0.2, -   ,0.2,0.5, -   ,0.2,0.2, -   ,0.2, -   , -   ,0.2,0.2,0.5, -   ,44,1,53,14.1,18,32.7,298537,154883,143654,16896,13699,44
95113,National Jewish Health,No,Denver,CO,4HRI,50809180,4495069,38902187,185195,223016, -   ,107500,2500,77695,13486,6.5,24.2,0.3,10.2,0.2, -   ,118.3,6.7,1.3,22.7, -   ,49.7,39.3,8.3,0.5,0.2,7,0.3,9.5, -   ,1,0.5,0.3,5,2.5,4.7,1.5,8.7,2,1,44,1,72,54.5,45,34.1,682545,341408,341137,113222,29363,
95115,Tufts Medical Center,No,Boston,MA,4HRI,74697000,8375000,33015248,996643,278157, -   ,460876,319738,535767,133196,4.3,22, -   ,8.7, -   ,1,27.8,6.8,1,25.3, -   ,12.3,4,2.5,0.2, -   ,1.5,2.3,8.7,0.5,0.8,0.8,0.2,4.7,1,2.7,1.2,4.8,1,1,35,3,69,42.4,72,31.8,669469,347320,322149,190123,18350,
95116,New Jersey Institution of Technology,No,Newark,NJ,5U,110547846,1687006,55094035,77912,252448, -   ,75998, -   ,1914, -   ,23.5,50.8,4,35.5,3, -   ,188,2.7,8.2,64.2, -   ,46,9,7.2,0.3, -   ,0.2,21.3,28.5,0.7,1.7,1.3,0.7,24,18.5,5,5,28.5,3,   ,46,3,51,69.2,65,34.6,281913,143873,138040,86253,5829,76
95118,New Mexico State University,No,Las Cruces,NM,5U,106274698,5787558,79264292,5000,141367, -   ,5000, -   , -   , -   ,3.6,9.2,3.7,5.8, -   ,1.7,14.6,1.3,2.6,9.6, -   ,2.8,1.3,3,0.3,27.3,0.4, -   ,3.7, -   ,2,1.2,0.8,2.8,0.5,0.8,1.8,3,1,0.5,37,1,46,48.2,,32.7,101644,53809,47835,11888,9421,34
95119,New York Blood Center,No,New York,NY,4HRI,10000000,100000,9900000,406000,   , -   ,30000, -   ,376000,   ,2.3,6.7, -   ,8, -   ,2,13, -   , -   ,7.7,0.7,13,12.7,1.7, -   , -   ,1.7, -   ,6.7, -   , -   , -   , -   ,3,0.7,1, -   ,1.7,1,1,45,3,69,28.3,89,36,8550405,4468707,4081698,3212500,156961,100
95124,North Dakota State University,No,Fargo,ND,5U,153542000,1761000,35482000,2514564,408548, -   ,485434,4806,2029130,171865,11.5,38.7,9.2,29.2,4.2,7,516.7,5.3,9,52.2, -   ,262.5,235,68.5,0.5, -   ,59.5,6.5,14.7, -   ,1.2,0.8,0.5,43.5,7.8,66,1.2,75,2,1,35,1,49,24.9,24,30.7,119250,58690,60560,9428,6154,45
95142,Rensselaer Polytechnic Institution,No,Troy,NY,5U,77935000,4726000,73209000,1170957,1120039, -   ,1031739,29430,139218,795467,16.7,64.7,3.7,50.7, -   , -   ,73.3,14.7,2.7,69.7, -   ,30,8.7,6,1, -   ,3.3,1.3,47,2,2.3,2.3,1,11.3,2.3,2.3,2.7,7.3,5,3,33,1,42,21.8,41,32.8,98452,50825,47627,11948,3643,52
95144,Research Corporation Technologies,No,Tucson,AZ,2PMF, -   , -   , -   ,51650000,349000, -   ,2850000,27700000,48800000,34700,2.5,3.8,1.8,6.5,2.7,1,68.8, -   , -   , -   ,3.8,100.7,26.8,6.3, -   ,1.3,6.3, -   ,2, -   , -   , -   , -   , -   ,6.3,1.3, -   ,6.3,6,7,49,1,66,54.5,35,33.6,531674,266781,264893,82220,38182,
95148,Rochester Institution of Technology,No,Rochester,NY,5U,40442000,2388000,20147000,275000,200000, -   ,25000, -   ,250000,20000,7,13.5,3.3,12.8,2.8,3.8,5.7,2.8,2,17.5, -   ,9.3,6.3,2.7, -   ,8.7,0.7,2.5,9.3,0.5,0.8,0.3,0.3,2.7,2.3,2,1,4.5,1,0.2,40,1,60,63,41,31.4,209808,109673,100135,17735,7288,61
95149,Rockefeller University,No,New York,NY,5U,150000000,4900000,72000000,29900000,2106000,5944000,11725000,136000,12231000,1836000,21,44.7, -   ,18.7, -   ,1.5,288,22.3,2.3,51,3.3,165.3,92.3,34.3,1, -   ,32,2.7,18.7,0.7,1.3,0.7,0.7,29,27,7.7,2.3,37,3.5,3,45,3,69,28.3,89,36,8550405,4468707,4081698,3212500,156961,100
95150,Rutgers The State University of  NJ,Yes,New Brunswick,NJ,5U,658123000,23739000,338501000,15381315,2619088,337981,3670527,729875,11372807,691447,49.7,203.3,26.7,138,7.2,5.7,718.3,57.7,11.8,160.3,1.3,469.7,431.7,61.2,4.3,5,49.3,5,102.8,1.2,5.2,3.3,4,123.3,6.8,51.7,7.7,66.2,11.9,9.9,46,3,60,45.5,35,39.7,66303,33598,32705,21899,2225,73
95156,The Scripps Research Institution,No,San Diego,CA,4HRI,400767000,40096000,298658000,3191588,   ,834340,2230961,149297,126287,   ,30,105,11,73, -   ,,426,23,5,96,1,68,52,17,1, -   ,12,2,62, -   ,4,2,4,64,6,12,1,19,2.3,2.3,60,1,43,26.9,37,34.5,1394907,701081,693826,373842,92489,99
95160,Memorial Sloan-Kettering Cancer Center,No,New York,NY,4HRI,471059000,23960000,144498000,143200090,2600000, -   ,833360,   ,142366730,445405,15.7,60.3, -   ,28.7, -   ,0.5,315,12.7,4.3,82.7,3.7,111,65,32.7,2.7,1.5,28.3,2.3,28.7, -   ,2.7,1.7,2.3,35,13.3,18,3.7,35,8,7,45,3,69,28.3,89,36,8550405,4468707,4081698,3212500,156961,100
95161,Southern Illinois University,Yes,Carbondale,IL,5U,   ,   ,   ,831819,   , -   ,155842, -   ,675977,   ,5,14,2.7,10.5, -   ,1,21.3,6.7,1.8,19.8, -   ,16.3,8,2.5,0.5,0.3,0.8,1.3,6,1,1.7,1, -   ,4.3,0.3,1.5,2.3,3.8,2,1,42,1,49,53.2,,,,,,,,42
95166,Stevens Institution of Technology,No,Hoboken,NJ,5U,30391554,2690308,21227587,113000,265128, -   ,108000, -   ,5000, -   ,7.5,19.3,0.8,19.5,0.3, -   ,8,5,2.5,50.5, -   ,2,1.8,2.5,1,3.8, -   ,3.5,18.5,3.3,5.8,5.5,2.5,7,1.5,2.8,1.8,6,2,2,47,3,78,24.5,74,35.4,69149,33773,35376,40553,705,97
95180,University of Akron,No,Akron,OH,5U,58512485,5283969,14676069,233000,1798074, -   ,233000, -   , -   ,32592,18.2,95.8,0.2,53.5, -   ,0.4,46,22,4,68.8, -   ,6.2,0.5,5.2,2.2,26,1.2,0.7,53.3,2.2,3,2.8,2,9,1.5,1.5,2.8,5.8,1.6,3,43,1,43,48.7,30,38.1,197553,100667,96886,10024,12878,48
95190,University of Chicago/UCTech,Yes,Chicago,IL,5U,356831624,7249983,293873037,6053552,2190933,300950,1021104,323356,4731498,1625429,18,79,0.3,42, -   ,2.8,268.7,26.8,8.3,93.5,1.3,99,73.7,21.8,2.7,24,13.5,2,41.7,0.6,3.5,1.5,2.2,38.7,10.5,9.3,4,23.8,10,11,45,3,72,50.9,65,34.2,2720556,1400541,1320015,573463,72042,77
95194,University of Dayton,No,Dayton,OH,5U,96723396,6269118,79062110,15500,260160,   ,   ,   ,   ,   ,8.2,10.4,4.7,12.3,1.5,0.6,66.4,0.8,1.2,14, -   ,6.2,4.7,2.3, -   , -   ,1.2,0.3,5.8,0.2, -   , -   , -   ,3.5,0.2,2.2,0.3,2.7,2, -   ,42,1,47,67.4,,32.8,140597,73966,66631,7381,8465,45
95196,University of Denver,No,Denver,CO,5U,22066000,   ,   ,127725,99029,   ,   ,   ,   ,   ,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,   ,44,1,72,54.5,45,34.1,682545,341408,341137,113222,29363,
95202,University of Illinois Chicago Urbana,Yes,Urbana-Champaign,IL,5U,994377000,52069000,534188000,31578587,4887562,1411542,1278735,10224,28888310,2085595,101.2,404.2,7.5,156.2,0.7,10.8,367.7,85.5,27.2,357.5,2.3,246.5,122,61.5,8.5,81.3,34.3,25.3,148,5.7,13,9,7.2,160,16,55,15.7,86.8,12,16.9,43,1,71,41,49,,,,,,,52
95208,University of Maine,No,Orono,ME,5U,79500000,2700000,35369000,369982,   ,   ,   ,117069,   ,   ,16,,,15,,,,,,19,,,,5,,,,11,,,1,,,,,,,16,1.5,1,27,1,41,15.8,,,,,,,,
95213,University of Massachusetts,Yes,Amherst,MA,5U,628798000,23564000,355483000,32302364,3255006, -   ,2496156,2313,29806208,1733315,55,138.7,11.5,82.7,10.3,2.8,254.2,18.5,13,172.3,3.2,169.8,75.2,27.2,4,0.3,14.2,9.8,60.8,1.2,3.3,2.3,1.2,47.3,17.3,12.7,7,37,11.4,8.3,34,3,55,17.2,,,,,,,,85
95220,University of Mississippi,No,Oxford,MS,5U,53488000,6994000,27234000,459865,254100, -   ,352552,187680,107313,109545,3.7,9.2,2.7,7,1.2,0.5,18.3,14.7,2.2,9, -   ,11.2,7.2,2.8, -   , -   ,0.7,1.5,3.2,1.3,1.4,1,0.3,3.8, -   ,1.5,2.8,4.3,2,1,37,1,37,25.5,,,,,,,,22
95222,University of Montana,No,Missoula,MT,5U,63857146,5361244,54276880,34155,2595, -   ,23355, -   ,10800,21927,3,10,5,10, -   , -   ,24,5,2,10, -   ,9,4,5, -   , -   ,3, -   ,5, -   , -   , -   ,2,1, -   ,5, -   ,5,0.5,1,40,1,60,42.8,34,34.7,71024,36022,35002,2771,4733,45
95228,University of New Mexico/Sci. & Tech. Corp.,Yes,Albuquerque,NM,5U,232271023,3728721,154793700,1502967,1610122,644815,746329, -   ,111823,686256,38.2,222.7,1,100.8, -   ,2,84.7,33,9.7,123,0.5,65,15,15.3,1.5,1.5,5.7,32,99.8,2.5,7.3,5.3,0.8,88.2,3.7,16.2,27.5,47.3,4,8,38,1,61,72.2,29,36,559131,285808,273323,58200,37443,43
95232,University of North Dakota,Yes,Grand Forks,ND,5U,90930023,12648225,51890787,160219,275000, -   ,160219, -   , -   ,1156,5.3,10,7.7,15.3,2.3,0.5,7,0.5,0.5,28, -   ,6.7,4.7,1.3, -   , -   ,1.5, -   ,5.3, -   ,0.3, -   , -   ,2, -   ,1.5,0.5,1.3,1,2,36,1,62,24.5,,,,,,,,47
95260,University of Washington/Wash. Research Foundation,Yes,Seattle,WA,5U,1213000000,59400000,998700000,42840261,5012481,1249818,12595031,204391,28995412,2968134,76.2,413.7,3.2,176.3,1.3,26,1276.2,132.5,23.5,396,6,563.8,197.3,235.2,13.2,78.2,211.7,8.3,171.8,4.5,12.5,10.5,10.8,494.2,114.5,109.5,19.5,243.5,13.7,43.3,40,1,71,48,60,35.5,684443,338784,345659,119840,29364,
95263,University of Wisconsin at Milwaukee,No,Milwaukee,WI,5U,62081835,1886554,25801674,29579,110107, -   ,25500,825,4079,50691,5.3,21.3,8.8,24.5,4,0.7,20.8,6,3.3,46.5,1,9.3,7.8,6.8,1.3, -   ,2.3,3,11.5, -   ,1.8,1.5,1.5,9,2.7,2.8,2.8,9.8,3, -   ,42,1,58,63.5,49,31.6,600154,313839,286315,58321,20615,
95274,Washington State University Research Foundation,No,Pullman,WA,5U,195574787,10173981,125417122,985785,784449, -   ,313862,52941,671923,162017,13.2,77.8,16.6,73.4,8.8,0.5,177.6,11,12.4,70.6, -   ,30,45.4,28.6,2.2,0.5,16.2,11.8,47.4,0.4,4.2,2.8,2,25.2,8,28,4.4,40.4,4,6.8,38,1,39,24.2,,,,,,,,42
95279,Wistar Institute,No,Philadelphia,PA,4HRI,58947000,1647000,30704000,49256000,166000, -   ,807000, -   ,48449000,52000,3.3,16.7,0.2,8.7, -   , -   ,145.5,0.5,0.8,11,2.8,94.2,75.7,11.5,0.2,0.2,10.7,0.8,8.5, -   ,0.2,0.2,0.2,4.3,4.7,7,0.7,12.3,3,2,42,3,67,57.6,67,34.1,1567442,826172,741270,205339,61995,
96010,Eastern Virginia Medical School,Yes,Norfolk,VA,5U,41541000,1528000,28728000,65003,640532, -   ,65003, -   , -   ,379161,1.8,13,3.5,15.3,5.3,1,22.8,4.3,1,10.5, -   ,4.3,1,3.5,0.8, -   ,2.5, -   ,6.5,0.3,1.3,0.3,0.8,2,2,0.3,1.3,3.5,1,1,38,1,47,63.6,36,30.2,246393,117476,128917,16702,29445,46
96017,Loyola University of Chicago,Yes,Chicago,IL,5U,48664759,2893342,28199703,1917586,119395, -   , -   , -   ,1917586,33280,1.5,6.8,1.5,7.7,0.5, -   ,2.8, -   ,0.5,8.2,1,3.5,3,0.5, -   , -   , -   , -   ,5.8, -   , -   , -   , -   ,0.5,0.2,0.2,0.2,0.5, -   ,0.4,45,3,72,50.9,65,34.2,2720556,1400541,1320015,573463,72042,77
96020,Old Dominion University,No,Norfolk,VA,5U,46000000,2000000,39900000,18500,492313, -   ,18500, -   , -   ,51156,12,42,12,42,14,2,5,1,5,20, -   ,3, -   ,5,3, -   , -   ,1,16,2,2,1,2,15, -   ,4,2,6,2, -   ,38,1,47,63.6,36,30.2,246393,117476,128917,16702,29445,46
96031,University of North Carolina at Greensboro,No,Greensboro,NC,5U,31276828,183708,25349675,84517,75156, -   , -   , -   ,84517,1702,1,9.7,1.8,7.7,0.8,1.4,19.3,6.7,3.8,18.8, -   ,6.8,5.5,4.7,0.2, -   ,0.8,0.7,5,2,1,1,0.5,5.7,1.7,2.2,1.5,5.3,2,1,38,1,32,58.6,,35.5,285344,153093,132251,26667,14011,29
96044,Blood Center of Wisconsin,No,Milwaukee,WI,4HRI,7700000,770000,6000000,672192,   ,   ,   ,   ,   ,   ,,3,3,7, -   ,1.5,22,1,1,6, -   ,22,17.5,2.5, -   , -   ,1.5, -   ,5, -   , -   , -   , -   ,2.5,1.5,0.5, -   ,2.5, -   ,1.2,42,1,58,63.5,49,31.6,600154,313839,286315,58321,20615,
96045,The Catholic University of America,No,Washington,DC,5U,20795740,60000,18750242,119958,138568, -   , -   , -   ,119958, -   ,2,2,0.7,2, -   ,,5.3, -   , -   ,2, -   ,1,1, -   , -   , -   , -   ,0.3,1.3, -   , -   , -   , -   ,3, -   , -   ,0.5,0.3,0.2, -   ,41,3,92,58,100,33.8,672228,352523,319705,95117,25963,98
97017,Boyce Thompson Institution for Plant Research,No,Ithaca,NY,4HRI,11870000,353466,6728000,59515,99601, -   ,59515, -   , -   ,15032,0.7,6.3,2,14.3,11,0.5,6.3, -   ,1.3,6.3, -   ,4.3,3,3.7, -   , -   ,2.3,0.3,3.3, -   , -   , -   , -   ,3,4, -   , -   ,4,1,0.5,39,1,58,25.3,,,,,,,,72
98001,WiSys Technology Foundation,No,Madison,WI,5U,12800000, -   ,8000000,141386,216533, -   ,122817, -   ,18569,64816,5,10,5,13,3,3,16,10,2.5,39.5, -   ,11,6.5,3.5, -   ,3.5,1,4,5,0.5,1,1, -   ,7.5,0.5,6,1,7.5,1,4,40,1,66,33.1,35,30.7,248956,126360,122596,30090,9707,50
99018,UW-Madison/WARF,Yes,Madison,WI,5U,1069077000,23708000,533286000,39970000,8538786, -   ,5290000,150000,34680000,1426330,154.3,245.5,66.2,132.2, -   ,66.7,546.2,65.2,10.7,379.3,5.8,295.3,246.8,49.5,1.2,217.2,38.8,14.7,66,2,6,3.2,1.3,206,18,34.3,11.8,64.2,18,43,40,1,66,33.1,35,30.7,248956,126360,122596,30090,9707,50
