YEAR,[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE,Tot Res Exp,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,St-Ups w Equ,Lic FTEs,Oth FTEs,Transit Score,Bike Score,AirQualityIndex,Airports,Crime Rate,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born
2010,89406,Boise State University,No,Boise,ID,5U,18731250,4,14614004,167855,87337,0,4,0,0,0,4,0,2,4,4,0,0,0,0,2,0,1000,0,1000,0,14,11,0,3,8,11,4,0,0,0,0,0,0,1,1,44,99,45,1,23.76,34.9,110099,108181,218280,16004,13409
2015,92609,Vanderbilt University,Yes,Nashville,TN,5U,614917042,98,401737625,35240162,2384371,1086276,536,18,4,33,50,15,119,69,87,11,22,1850793,2,290,59,3465064,81155,7966115,2650258,179,120,0,120,0,192,54,11,41,4,8,10,7,11.5,12.5,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2014,92609,Vanderbilt University,Yes,Nashville,TN,5U,651825119,101,422488031,30091096,2996063,1362715,454,15,5,16,74,11,65,76,91,10,12,0,1,229,48,2451395,38110,6213399,3762004,185,102,0,100,2,221,47,5,35,0,4,6,1,10.5,11.75,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2013,92609,Vanderbilt University,Yes,Nashville,TN,5U,552312499,82,445043699,32054303,3215491,2300585,418,14,1,24,54,4,70,57,71,11,9,1515174,5,166,47,16561006,873508,22418393,4342213,178,122,0,121,1,251,39,3,29,4,3,4,1,10.25,11,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2012,92609,Vanderbilt University,Yes,Nashville,TN,5U,536586634,62,449936130,17900226,3052909,616590,457,11,4,7,50,5,49,43,54,8,,0,2,140,54,3839394,20346,10013743,6174349,190,105,0,103,2,212,40,,21,0,3,5,0,8.25,10.75,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2011,92609,Vanderbilt University,Yes,Nashville,TN,5U,543110182,48,458414907,19199625,2586433,954656,427,9,1,10,38,0,46,38,47,1,1,0,1,101,44,4267323,5781,9959122,5691799,167,83,0,79,4,193,31,0,19,1,0,0,0,4,9.75,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2010,92609,Vanderbilt University,Yes,Nashville,TN,5U,491632448,43,397684886,19455468,2350149,720739,384,5,0,6,36,1,37,37,42,1,0,0,1,93,42,1404579,7715,5635486,4230907,133,72,0,66,6,134,19,2,16,2,0,0,0,5.5,10.5,74,72,42,1,57.71,34.1,314231,340365,654596,27942,88193
2015,92614,California Institute of Technology,No,Pasadena,CA,5U,359532397,55,343522024,15980373,6224584,2240954,234,17,31,13,32,10,275,12,29,26,0,2171116,0,106,39,14502275,216126,19069771,2396380,310,562,0,426,136,661,192,,74,2,9,10,10,6,14,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2014,92614,California Institute of Technology,No,Pasadena,CA,5U,346228151,56,335165333,11062818,6952433,2141551,191,26,26,20,25,11,280,18,44,12,0,546481,1,84,36,27414542,166804,31626059,3665036,324,621,0,459,162,707,194,,,,8,11,11, , ,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2013,92614,California Institute of Technology,No,Pasadena,CA,5U,372420111,58,357609391,14810720,6311229,1118729,206,24,25,14,33,11,285,15,39,19,3,1702668,1,96,33,18228845,135647,23640920,3709407,371,677,0,506,171,753,144,,0,0,10,11,10,6,7,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2012,92614,California Institute of Technology,No,Pasadena,CA,5U,406277849,37,391846825,14431024,4963155,1026690,121,15,20,7,23,7,185,9,24,13,3,1485597,3,82,37,24742890,105724,29416511,3188024,343,588,1,454,133,658,136,,,,5,7,7,6,7,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2011,92614,California Institute of Technology,No,Pasadena,CA,5U,498688951,55,485945516,12743435,4091916,1162515,151,18,23,12,33,10,280,18,36,19,0,3045917,1,82,42,21793016,106371,29043617,4204684,336,524,0,394,130,588,132,,,,7,10,9,6,7,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2010,92614,California Institute of Technology,No,Pasadena,CA,5U,504476128,47,486093440,18382688,4141349,445860,94,13,18,16,21,10,235,16,29,18,,2662452,2,100,52,39844429,608469,51582149,9075268,573,415,0,316,99,488,138,,,,7,10,9,6,5,51,70,73,3,26.49,37.6,67712,74534,142246,4618,40779
2015,92615,Tufts University,Yes,Medford,MA,5U,171055998,13,129199539,8786008,3956680,1885798,86,4,1,2,6,5,45,6,10,3,0,0,1,35,12,318203,1275,3540106,3221903,53,21,0,21,0,76,25,1,25,3,3,5,1,6,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2014,92615,Tufts University,Yes,Medford,MA,5U,167133706,12,125965317,9478819,3627889,1699382,77,6,4,2,7,3,33,5,11,1,0,0,1,37,13,364685,29041,4426481,4061796,75,34,0,34,0,114,33,,23,3,3,3,1,6,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2013,92615,Tufts University,Yes,Medford,MA,5U,163454769,11,124973856,9393514,3440801,1732545,76,0,0,5,2,4,33,5,5,6,0,1595,1,43,16,1383854,153774,5696395,4310946,94,59,0,59,0,127,30,,23,1,3,4,0,6,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2012,92615,Tufts University,Yes,Medford,MA,5U,167716015,12,134699191,11935653,2907575,1394390,75,4,1,2,5,5,81,4,8,4,0,107578,2,46,20,3207203,958956,8177060,4862279,61,41,0,41,0,87,24,,20,0,3,5,1,5,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2011,92615,Tufts University,Yes,Medford,MA,5U,167580282,10,137820945,9552515,2206668,1096733,79,3,2,5,3,2,13,5,8,2,0,36241,1,45,19,290503,11821,2446595,2119851,53,32,0,32,0,91,16,,15,2,1,2,2,5,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2010,92615,Tufts University,Yes,Medford,MA,5U,163996930,11,129435395,8430208,1732042,1057738,79,8,1,4,6,1,33,1,9,2,0,373202,1,46,16,579929,64142,7401189,6448058,76,29,0,24,5,67,19,1,15,1,0,1,1,4,1,48,59,35,3,25.11,31,41028,39306,80334,2103,22292
2015,92617,Memorial Sloan Kettering Cancer Center,No,New York,NY,4HRI,589266476,49,144355831,56021602,6210975,919531,405,5,3,21,25,3,58,44,49,0,0,28122980,10,189,109,17269083,261835,201905202,156513139,111,66,0,66,0,174,20,,13,0,0,3,3,7,11,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2014,92617,Memorial Sloan Kettering Cancer Center,No,New York,NY,4HRI,542304049,42,151906207,44619046,4323455,1102242,377,10,3,16,25,1,54,30,40,2,0,0,9,136,71,24854696,462406,164769901,139915205,118,62,0,61,1,133,13,,11,1,0,1,1,6,11,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2013,92617,Memorial Sloan Kettering Cancer Center,No,New York,NY,4HRI,505977535,43,146493798,40400854,2585143,386112,344,12,3,22,17,4,28,31,43,0,0,1122628,7,127,79,6923713,400006,148457432,140411091,96,55,0,55,0,105,26,,13,3,0,2,2,6,10,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2015,92620,Georgetown University,Yes,Washington,DC,5U,130213594,12,97411935,6975913,1190636,232687,85,2,0,4,7,1,8,5,7,5,0,0,1,33,13,248933,21605,6817911,6568978,41,40,0,18,22,55,21,1,9,0,0,1,0,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2014,92620,Georgetown University,Yes,Washington,DC,5U,149780452,10,103354384,7170140,1293839,119635,81,4,1,2,4,4,15,4,8,2,0,0,2,33,14,143584,19065,8745310,8601726,51,53,1,31,21,70,14,0,9,2,0,4,1,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2013,92620,Georgetown University,Yes,Washington,DC,5U,158889918,3,117395509,5918636,1409718,191311,118,0,0,1,1,1,3,1,1,2,0,0,2,23,13,121691,22534,8576039,8454348,62,40,0,39,1,76,18,0,7,1,0,1,1,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2012,92620,Georgetown University,Yes,Washington,DC,5U,162699701,5,116127769,5322364,1317881,288046,115,4,1,1,3,1,6,1,5,0,0,0,2,29,16,137000,34090,9771946,9634946,48,66,20,33,13,56,12,0,8,0,0,1,1,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2011,92620,Georgetown University,Yes,Washington,DC,5U,169590206,14,126394995,5641283,1252988,407830,129,5,0,0,9,5,18,4,9,5,0,0,2,31,15,222750,61286,7996668,7773918,55,70,19,29,22,60,11,1,6,0,0,2,0,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2010,92620,Georgetown University,Yes,Washington,DC,5U,158090658,10,123223724,5611798,1501586,426337,139,2,0,2,7,1,10,6,8,2,0,0,2,29,11,143560,10793,8054887,7911327,53,41,0,35,6,55,4,1,0,0,0,0,0,5,4,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2015,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,715700000,34,521900000,193800000,3152668,510564,314,26,2,9,6,19,54,3,29,5,0,134770,0,54,25,921330,9084,1685817,629717,284,301,46,218,37,343,89,2,112,2,7,9,2,6,4,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2014,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,721700000,29,543600000,163300000,2929758,535366,469,24,3,8,6,15,61,2,26,3,,0,0,62,36,224033,17355,1233275,1009242,325,322,29,229,64,355,99,3,108,7,8,8,3,6,3,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2013,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,841814044,80,518981788,47504563,2961996,949212,441,20,0,39,15,26,108,47,67,13,0,159500,1,83,46,174472,6726,2596454,2262482,296,160,2,152,6,391,88,4,100,10,9,15,0,6,3,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2012,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,784747802,130,490485153,45498896,2726609,691163,506,23,3,90,24,16,188,69,92,38,0,0,1,60,36,171393,4442,2363972,2192579,408,159,0,159,0,413,79,,76,1,10,13,3,7,2,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2011,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,714760299,78,428876394,47677394,3482871,740674,404,23,3,41,19,18,82,40,63,15,0,1283573,1,66,36,2123365,4936,3894370,487432,384,246,2,236,8,410,79,2,86,0,5,5,3,6,3,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2010,92621,Georgia Institute of Technology,No,Atlanta,GA,5U,643736567,42,382722105,48936155,2523067,496358,464,19,3,15,19,8,85,13,32,10,0,0,0,58,21,1926485,4557,2282824,356339,409,255,7,229,19,455,49,8,59,1,8,8,1,7,3,44,42,40,3,60.54,33.8,223960,239915,463875,18572,32016
2015,92629,Clemson University,No,Clemson,SC,5U,73307908,10,58457288,6069562,378429,103914,66,6,1,2,1,7,15,1,7,3,0,0,0,45,7,192875,5335,394206,201331,73,44,1,41,2,68,19,7,22,1,3,3,1,3.5,4.5,,57,35,1,23.98,,,,,,
2014,92629,Clemson University,No,Clemson,SC,5U,69163711,7,56164416,9935664,376116,48241,68,3,0,1,1,5,11,1,4,3,0,361044,0,43,5,234071,0,836846,241731,129,25,0,24,1,44,15,,19,1,4,4,0,2.5,4.5,,57,35,1,23.98,,,,,,
2013,92629,Clemson University,No,Clemson,SC,5U,76447913,9,63933440,9881587,421378,87015,67,1,0,6,1,2,10,6,7,2,0,0,1,47,9,149552,0,1134289,984737,102,26,0,25,1,50,15,,16,2,2,2,0,2.5,4,,57,35,1,23.98,,,,,,
2012,92629,Clemson University,No,Clemson,SC,5U,81958453,11,69765716,8982732,388813,78317,64,1,0,5,1,5,11,4,5,6,,0,0,58,10,277828,0,853504,575676,114,34,0,34,0,60,14,,19,1,4,5,0,3,4,,57,35,1,23.98,,,,,,
2011,92629,Clemson University,No,Clemson,SC,5U,91969027,10,76536456,7435952,292719,56903,55,6,1,4,5,1,22,2,8,2,0,0,0,38,8,206250,0,937274,731024,124,9,0,6,3,58,22,2,14,2,1,2,0,3,4,,57,35,1,23.98,,,,,,
2010,92629,Clemson University,No,Clemson,SC,5U,187292161,11,161399447,7887788,544887,71884,45,2,0,6,2,3,9,5,7,4,0,0,0,37,9,92000,0,1064678,972678,82,39,0,36,3,73,20,3,11,3,2,3,0,3,3,,57,35,1,23.98,,,,,,
2015,92633,Columbia University,Yes,New York,NY,5U,729001367,120,603220628, ,12498378,2943681,,30,17,40,53,27,194,72,102,18,,13961670,8,202,113,1788152,66070967,195170398,179420576,323,212,,,,397,115,,,,,27,13,14,28,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2014,92633,Columbia University,Yes,New York,NY,5U,748745866,106,624273975, ,12493991,3784541,,21,4,46,42,18,185,69,90,16,,7497972,8,203,116,3182115,59742045,174730250,164050163,387,191,,,,302,111,,,,,18,3,14,27,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2013,92633,Columbia University,Yes,New York,NY,5U,769443142,89,646893749, ,14082032,3864238,,21,8,,,14,158,49,70,19,,5859224,4,196,116,1412534,53393860,146296962,139025204,372,271,,,,402,90,,,,,14,6,14.5,25.5,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2012,92633,Columbia University,Yes,New York,NY,5U,788727066,80,668110015, ,11621513,4146686,,24,13,32,35,13,102,44,68,12,,5699101,9,195,118,2913279,54434467,161748043,153135663,351,301,,,,439,76,,90,3,7,15,9,13,28,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2011,92633,Columbia University,Yes,New York,NY,5U,714343087,76,612113165, ,10426507,5466782,,18,11,24,34,18,138,40,58,18,,13487816,8,189,119,2125221,45573330,146319455,130706418,335,212,,,,330,88,,78,11,6,15,5,13,30,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2010,92633,Columbia University,Yes,New York,NY,5U,662048550,61,555587492,106461058,10733433,3474885,,8,9,20,32,9,55,41,49,12,,5660989,7,190,118,2566002,46430963,147237631,139010640,333,177,,,,351,66,,74,8,7,12,8,14,34,89,69,45,3,28.29,36,4081698,4468707,8550405,156961,3212500
2015,92651,University of Miami,Yes,Coral Gables,FL,5U,309080000,27,224509000,23603000,807855,745395,135,15,7,3,17,7,29,5,20,7,0,0,3,59,40,4154585,1006566,6719027,2564442,92,70,23,26,21,76,10,,46,0,7,7,7,3,1,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2014,92651,University of Miami,Yes,Coral Gables,FL,5U,331001000,24,204920000,15390000,805396,517471,0,9,6,4,5,15,31,8,17,7,0,0,1,34,18,121250,0,2043127,1921877,51,42,10,26,6,27,16,0,35,1,2,5,15,1,2,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2013,92651,University of Miami,Yes,Coral Gables,FL,5U,346530000,19,220980000,15021000,843367,377405,,6,2,1,6,12,37,5,11,8,,0,1,38,22,182149,0,1725296,1543147,75,50,20,20,10,44,,0,6,0,3,3,3,3,3,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2012,92651,University of Miami,Yes,Coral Gables,FL,5U,353280000,8,221830000,16340000,1597625,553603,,5,2,1,4,3,10,2,7,1,0,0,0,38,26,429104,0,1168382,739278,83,72,7,20,45,72,8,2,3,0,3,3,2,3,3,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2011,92651,University of Miami,Yes,Coral Gables,FL,5U,350020000,15,223230000,126790000,556330,0,66,11,0,0,12,3,12,1,12,3,0,0,0,,20,343060,0,1052731,709671,103,60,1,24,35,60,7,1,3,0,3,3,,4,3,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2010,92651,University of Miami,Yes,Coral Gables,FL,5U,329800000,4,239100000,90700000,880100,0,77,4,1,0,,2,4,0,4,0,0,0,0,34,21,877478,0,1305661,428183,97,65,1,24,40,64,5,0,2,0,2,2,1,4,3,38,56,31,3,17.44,43,111530,125552,237082,1844,170148
2015,92669,Brown University,Yes,Providence,RI,5U,152110321,6,149044309,3066012,1093365,472862,54,2,0,0,5,1,6,2,4,2,0,0,0,15,8,267050,0,1331687,1064637,60,78,0,36,30,84,12,,3,0,1,1,0,4,4,47,61,37,1,51.28,29.9,89090,90114,179204,4933,53532
2014,92669,Brown University,Yes,Providence,RI,5U,131739627,6,129442055,2297572,1236000,535000,52,1,0,1,2,3,9,2,3,3,0,97705,1,14,8,204723,0,1861000,1558572,55,59,5,36,18,54,18,0,2,0,1,2,0,4,4,47,61,37,1,51.28,29.9,89090,90114,179204,4933,53532
2013,92669,Brown University,Yes,Providence,RI,5U,170078000,7,133354791,2073258,1161000,538000,48,3,1,2,4,1,4,3,6,1,,0,1,12,8,1297000, ,2321000,1024000,59,75,9,38,28,66,9,,2,,,1,1,3,4,47,61,37,1,51.28,29.9,89090,90114,179204,4933,53532
2012,92669,Brown University,Yes,Providence,RI,5U,179000000,18,149263000,2388000,1046000,484000,59,3,1,0,17,1,5,13,16,2,,0,0,18,8,330000, ,1593000,1263000,58,82,5,52,25,77,8,2,,,,,,2,2.5,47,61,37,1,51.28,29.9,89090,90114,179204,4933,53532
2015,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,421686010,40,249609608,21314498,2386003,1181634,210,14,5,18,7,15,62,16,30,10,254,0,0,98,45,1078050,23908,1499681,421631,147,58,0,58,0,107,24,1,95,0,7,7,2,5,6,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2014,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,457013000,32,245495000,17183000,2343660,1709871,193,13,3,10,6,16,57,6,19,13,44,0,0,90,32,1321122,17076,1625760,304638,139,30,0,30,0,90,25,5,42,2,10,11,0,7,5,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2013,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,435377000,29,255329000,14812000,2079311,1140471,176,6,1,4,17,8,44,11,17,12,117,0,0,65,33,962098,78017,1205342,243244,96,53,0,48,5,85,24,2,,1,5,6,1,6,7,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2012,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,446429000,21,269734000,13892000,2267048,1496043,159,6,2,5,12,4,39,10,16,5,75,0,3,36,31,838748,109900,7234067,6395319,102,40,0,40,0,72,31,,32,0,4,4,4,6,13,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2011,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,443893000,24,283627000,13461000,2641182,1748725,152,6,0,7,10,7,48,12,18,6,13,0,1,46,34,1400847,29920,6284927,4884080,68,27,0,27,0,62,31,2,20,0,2,2,0,6,5,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2010,92675,University of Iowa Research Foundation,Yes,Iowa City,IA,5U,444034000,21,282465000,15670000,4062532,3180863,120,3,1,7,8,6,46,10,13,8,3,0,5,63,41,815424,28897,26991145,26175721,70,23,0,22,1,61,32,2,20,0,3,3,0,7.5,6,,66,41,1,30.03,25.5,37089,37138,74227,2047,9202
2015,92679,University of Kansas,Yes,Lawrence,KS,5U,238737340,44,179544774,14227473,792879,173086,114,5,2,24,18,2,38,35,40,4,0,0,1,48,26,461567,6299,9832208,9370641,81,42,0,41,1,110,38,,28,2,0,1,1,5,4,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2014,92679,University of Kansas,Yes,Lawrence,KS,5U,238812593,33,192618031,12990102,875163,350339,100,6,3,19,11,3,12,26,32,1,3,0,1,47,26,273325,14427,10632227,10358902,66,32,0,32,0,101,25,2,26,1,3,3,3,5,4,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2013,92679,University of Kansas,Yes,Lawrence,KS,5U,260459103,14,210679627,10075193,943868,595760,75,3,2,3,9,2,18,9,12,2,2,2244565,2,32,26,321000,0,11691537,9125972,83,53,0,53,0,107,29,1,23,0,2,2,2,6,3,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2012,92679,University of Kansas,Yes,Lawrence,KS,5U,275154000,8,223446000,8432000,877139, ,65,6,2,2,4,2,11,0,6,2,0,723453,1,29,23,1626944,0,9849481,7499084,77,54,0,54,0,104,14,0,21,0,2,2,2,6,3,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2011,92679,University of Kansas,Yes,Lawrence,KS,5U,232249198,9,165459233,6698685,731319,0,78,6,0,2,4,3,12,3,9,0,0,0,0,35,7,262972,0,836407,573435,87,89,29,45,15,63,8,,25,0,4,4,4,6,1,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2010,92679,University of Kansas,Yes,Lawrence,KS,5U,224611000,7,186067000,7533000,642713,0,73,4,0,7,0,0,7,2,6,1,0,0,0,23,15,300136,0,954613,654477,58,31,0,21,10,33,12,,21,0,0,0,0,5,1,35,61,44,1,34.95,27.4,45592,48324,93916,2986,8701
2015,92705,University System of Maryland,Yes,,MD,5U,972710170,58,639505504,96261389,2621156,854192,413,17,7,18,25,15,74,21,38,20,10,0,0,195,80,1284283,189134,2243403,959120,330,205,1,204,0,353,89,6,87,2,9,12,6,16,16,,,,,,,,,,,
2014,92705,University System of Maryland,Yes,,MD,5U,977421461,52,645399917,101912218,2315423,859296,392,16,6,11,26,13,61,18,34,18,8,0,0,162,78,1430417,210479,2131678,701261,384,230,0,227,2,364,70,2,78,2,6,8,8,13,18,,,,,,,,,,,
2013,92705,University System of Maryland,Yes,,MD,5U,1026953345,42,645643065,124447458,2095354,849615,372,12,4,10,17,13,68,14,26,16,53,7241,0,152,70,1198189,31686,1603022,397592,282,227,0,225,2,359,68,3,70,0,13,14,4,9,18,,,,,,,,,,,
2012,92705,University System of Maryland,Yes,,MD,5U,1030868684,38,666265101,121342467,2448971,881915,374,18,3,14,14,7,64,12,30,8,130,0,0,135,64,1447386,45177,1800477,353091,292,172,1,171,0,300,67,,60,0,6,7,2,7,13,,,,,,,,,,,
2011,92705,University System of Maryland,Yes,,MD,5U,1065903428,29,712333611,111297341,2632490,758077,358,14,4,7,12,10,47,10,24,5,108,0,0,148,66,838372,39576,1299608,461236,224,124,0,124,0,290,77,,54,1,5,6,2,6,12,,,,,,,,,,,
2010,92705,University System of Maryland,Yes,,MD,5U,887972244,29,632252557,142070044,1915303,939401,372,19,7,9,10,10,69,5,24,5,105,0,0,150,63,1708810,102423,2125077,416267,279,149,0,149,0,316,40,3,47,1,7,8,7,5.2,13.8,,,,,,,,,,,
2015,92718,University of Vermont,Yes,Burlington,VT,5U, ,7, , ,417000,99000,,6,1,1,1,5,7,0,6,1,0,0,0,23,12,157000,19000,630000,473000,39,32,7,15,7,25,7,,16,,2,4,1,1.5,1.5,39,81,32,1,33.73,,,,,,
2014,92718,University of Vermont,Yes,Burlington,VT,5U,92360000,2,3040000, ,430000,39800,48,0,0,1,0,1,2,1,1,1,0,0,0,17,13,75000,0,527000,452000,46,5,0,5,0,32,15,1,16,0,0,1,1,1.5,1.5,39,81,32,1,33.73,,,,,,
2013,92718,University of Vermont,Yes,Burlington,VT,5U,82139919,6, ,4145233,495000,32000,47,3,1,0,3,3,7,3,6,0,0,0,0,17,11,99000,0,458000,359000,29,17,0,17,0,39,10,1,17,0,2,3,2,1,1,39,81,32,1,33.73,,,,,,
2012,92718,University of Vermont,Yes,Burlington,VT,5U,129466938,8,125143381,4323557,335589,28713,71,5,1,2,5,1,9,3,8,0,0,0,0,18,11,136214,6750,418048,281834,49,18,0,18,0,28,7,0,14,0,0,1,13,1,1,39,81,32,1,33.73,,,,,,
2011,92718,University of Vermont,Yes,Burlington,VT,5U,128246463,7,89865988,3093693,292872,99996,44,4,3,0,4,3,8,2,6,1,,0,0,17,11,130000, ,319482,189482,33,17,0,17,0,27,13,2,13,0,2,3,13,2.5,1,39,81,32,1,33.73,,,,,,
2010,92718,University of Vermont,Yes,Burlington,VT,5U,111071155,11,109227226,1843929,492026,93727,64,3,3,6,2,3,9,8,11,0,0,0,0,10,6,123146,5000,247226,124080,37,31,9,9,13,29,8,1,13,0,3,3,3,2.5,1,39,81,32,1,33.73,,,,,,
2015,92722,University of Oklahoma All Campuses,Yes,,OK,5U,197909222,13,124111438,9145060,860296,448895,63,4,0,7,3,3,18,6,10,3,0,0,0,41,20,997621,23911,1594055,596434,55,32,0,32,0,49,10,0,32,3,2,3,0,8,1,,,,,,,,,,,
2014,92722,University of Oklahoma All Campuses,Yes,,OK,5U,201799135,11,126789491,9240772,881518,530339,82,4,0,4,5,2,12,7,11,0,0,0,1,28,21,1953710,198254,3116779,1163069,56,27,0,27,0,47,18,,32,2,2,2,0,8,1,,,,,,,,,,,
2013,92722,University of Oklahoma All Campuses,Yes,,OK,5U,202463994,7,128984989,7811810,830359,1139008,72,5,2,2,1,4,14,1,6,1,0,67000,0,20,14,444753,5206,1206008,694255,76,33,0,33,0,54,11,0,32,1,1,1,1,7,1,,,,,,,,,,,
2012,92722,University of Oklahoma All Campuses,Yes,,OK,5U,198989020,7,154576963,8020018,735474,1158614,68,2,2,2,2,3,20,2,4,3,0,196229,0,25,19,625375,4238,1688885,867281,60,26,0,20,6,53,15,0,31,1,2,2,1,7,1,,,,,,,,,,,
2011,92722,University of Oklahoma All Campuses,Yes,,OK,5U,170568209,10,137980657,9049167,854509,296687,61,4,2,1,4,5,13,3,7,3,0,0,0,22,16,671922,70632,852177,180255,75,23,0,19,4,53,31,,30,0,2,3,2,7,1,,,,,,,,,,,
2010,92722,University of Oklahoma All Campuses,Yes,,OK,5U,160559080,3,108508840,10677238,1045426,390746,52,1,1,0,1,2,8,2,3,0,0,0,0,15,10,90000,2454,430489,340489,49,27,0,26,1,48,22,1,27,0,1,1,1,6,1,,,,,,,,,,,
2015,92729,Augusta University,Yes,Augusta,GA,5U,67736000,10, , ,394537,203971,51,2,0,7,1,2,7,6,8,2,0,319065,0,28,16,49000,9988,416712,48647,47,33,1,16,10,31,9,,6,1,0,0,0,3,2,,33,31,1,74.26,,,,,,
2015,92730,University of Toledo,Yes,Toledo,OH,5U,52354000,14,27085000,3453000,602921,404684,125,4,1,3,6,5,24,5,9,5,0,0,0,46,33,271750,0,951945,680195,60,20,0,16,4,59,21,,17,1,0,0,0,2.75,2.25,,46,43,1,61.12,36.1,135455,144323,279778,15286,9257
2014,92730,University of Toledo,Yes,Toledo,OH,5U,61900000,18,34684000,3913000,569578,299033,121,7,1,2,12,4,28,2,9,9,0,0,0,53,35,620845,0,1422993,802148,60,30,0,29,1,52,18,1,18,4,4,4,1,2.75,2.25,,46,43,1,61.12,36.1,135455,144323,279778,15286,9257
2013,92730,University of Toledo,Yes,Toledo,OH,5U,69072000,18,40497000,3441000,592718,251524,111,6,0,8,7,3,26,7,13,5,0,0,0,56,35,271801,0,603526,331725,90,23,0,23,0,52,13,2,18,1,3,3,0,2.75,2.25,,46,43,1,61.12,36.1,135455,144323,279778,15286,9257
